nuts_id;nuts_region_order;nuts_country_order;nuts_level;nuts_country_official;nuts_1_official;nuts_2_official;nuts_3_official;nuts_country_latin;nuts_1_latin;nuts_2_latin;nuts_3_latin
"BG412";"90";"2";"3";"България";"Югозападна и Южна централна България";"Югозападен";"София";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yugozapaden";"Sofia"
"BG413";"91";"2";"3";"България";"Югозападна и Южна централна България";"Югозападен";"Благоевград";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yugozapaden";"Blagoevgrad"
"BG414";"92";"2";"3";"България";"Югозападна и Южна централна България";"Югозападен";"Перник";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yugozapaden";"Pernik"
"BG415";"93";"2";"3";"България";"Югозападна и Южна централна България";"Югозападен";"Кюстендил";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yugozapaden";"Kyustendil"
"BG421";"95";"2";"3";"България";"Югозападна и Южна централна България";"Южен централен";"Пловдив";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yuzhen tsentralen";"Plovdiv"
"BG422";"96";"2";"3";"България";"Югозападна и Южна централна България";"Южен централен";"Хасково";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yuzhen tsentralen";"Haskovo"
"BG423";"97";"2";"3";"България";"Югозападна и Южна централна България";"Южен централен";"Пазарджик";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yuzhen tsentralen";"Pazardzhik"
"BG424";"98";"2";"3";"България";"Югозападна и Южна централна България";"Южен централен";"Смолян";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yuzhen tsentralen";"Smolyan"
"BG425";"99";"2";"3";"България";"Югозападна и Южна централна България";"Южен централен";"Кърджали";"Bulgaria";"Yugozapadna i Yuzhna tsentralna Bulgaria";"Yuzhen tsentralen";"Kardzhali"
"BGZZZ";"102";"2";"3";"България";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Bulgaria";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"CZ010";"106";"3";"3";"Česko";"Česko";"Praha";"Hlavní město Praha";"Česko";"Česko";"Praha";"Hlavní město Praha"
"CZ020";"108";"3";"3";"Česko";"Česko";"Střední Čechy";"Středočeský kraj";"Česko";"Česko";"Střední Čechy";"Středočeský kraj"
"CZ031";"110";"3";"3";"Česko";"Česko";"Jihozápad";"Jihočeský kraj";"Česko";"Česko";"Jihozápad";"Jihočeský kraj"
"CZ032";"111";"3";"3";"Česko";"Česko";"Jihozápad";"Plzeňský kraj";"Česko";"Česko";"Jihozápad";"Plzeňský kraj"
"CZ041";"113";"3";"3";"Česko";"Česko";"Severozápad";"Karlovarský kraj";"Česko";"Česko";"Severozápad";"Karlovarský kraj"
"CZ042";"114";"3";"3";"Česko";"Česko";"Severozápad";"Ústecký kraj";"Česko";"Česko";"Severozápad";"Ústecký kraj"
"CZ051";"116";"3";"3";"Česko";"Česko";"Severovýchod";"Liberecký kraj";"Česko";"Česko";"Severovýchod";"Liberecký kraj"
"CZ052";"117";"3";"3";"Česko";"Česko";"Severovýchod";"Královéhradecký kraj";"Česko";"Česko";"Severovýchod";"Královéhradecký kraj"
"CZ053";"118";"3";"3";"Česko";"Česko";"Severovýchod";"Pardubický kraj";"Česko";"Česko";"Severovýchod";"Pardubický kraj"
"CZ063";"120";"3";"3";"Česko";"Česko";"Jihovýchod";"Kraj Vysočina";"Česko";"Česko";"Jihovýchod";"Kraj Vysočina"
"CZ064";"121";"3";"3";"Česko";"Česko";"Jihovýchod";"Jihomoravský kraj";"Česko";"Česko";"Jihovýchod";"Jihomoravský kraj"
"CZ071";"123";"3";"3";"Česko";"Česko";"Střední Morava";"Olomoucký kraj";"Česko";"Česko";"Střední Morava";"Olomoucký kraj"
"CZ072";"124";"3";"3";"Česko";"Česko";"Střední Morava";"Zlínský kraj";"Česko";"Česko";"Střední Morava";"Zlínský kraj"
"CZ080";"126";"3";"3";"Česko";"Česko";"Moravskoslezsko";"Moravskoslezský kraj";"Česko";"Česko";"Moravskoslezsko";"Moravskoslezský kraj"
"CZZZZ";"129";"3";"3";"Česko";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Česko";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"DK011";"133";"4";"3";"Danmark";"Danmark";"Hovedstaden";"Byen København";"Danmark";"Danmark";"Hovedstaden";"Byen København"
"DK012";"134";"4";"3";"Danmark";"Danmark";"Hovedstaden";"Københavns omegn";"Danmark";"Danmark";"Hovedstaden";"Københavns omegn"
"DK013";"135";"4";"3";"Danmark";"Danmark";"Hovedstaden";"Nordsjælland";"Danmark";"Danmark";"Hovedstaden";"Nordsjælland"
"DK014";"136";"4";"3";"Danmark";"Danmark";"Hovedstaden";"Bornholm";"Danmark";"Danmark";"Hovedstaden";"Bornholm"
"DK021";"138";"4";"3";"Danmark";"Danmark";"Sjælland";"Østsjælland";"Danmark";"Danmark";"Sjælland";"Østsjælland"
"DK022";"139";"4";"3";"Danmark";"Danmark";"Sjælland";"Vest- og Sydsjælland";"Danmark";"Danmark";"Sjælland";"Vest- og Sydsjælland"
"DK031";"141";"4";"3";"Danmark";"Danmark";"Syddanmark";"Fyn";"Danmark";"Danmark";"Syddanmark";"Fyn"
"DK032";"142";"4";"3";"Danmark";"Danmark";"Syddanmark";"Sydjylland";"Danmark";"Danmark";"Syddanmark";"Sydjylland"
"DK041";"144";"4";"3";"Danmark";"Danmark";"Midtjylland";"Vestjylland";"Danmark";"Danmark";"Midtjylland";"Vestjylland"
"DK042";"145";"4";"3";"Danmark";"Danmark";"Midtjylland";"Østjylland";"Danmark";"Danmark";"Midtjylland";"Østjylland"
"DK050";"147";"4";"3";"Danmark";"Danmark";"Nordjylland";"Nordjylland";"Danmark";"Danmark";"Nordjylland";"Nordjylland"
"DKZZZ";"150";"4";"3";"Danmark";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Danmark";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"EE001";"613";"6";"3";"Eesti";"Eesti";"Eesti";"Põhja-Eesti";"Eesti";"Eesti";"Eesti";"Põhja-Eesti"
"EE004";"614";"6";"3";"Eesti";"Eesti";"Eesti";"Lääne-Eesti";"Eesti";"Eesti";"Eesti";"Lääne-Eesti"
"EE008";"615";"6";"3";"Eesti";"Eesti";"Eesti";"Lõuna-Eesti";"Eesti";"Eesti";"Eesti";"Lõuna-Eesti"
"EE009";"616";"6";"3";"Eesti";"Eesti";"Eesti";"Kesk-Eesti";"Eesti";"Eesti";"Eesti";"Kesk-Eesti"
"EE00A";"617";"6";"3";"Eesti";"Eesti";"Eesti";"Kirde-Eesti";"Eesti";"Eesti";"Eesti";"Kirde-Eesti"
"EEZZZ";"620";"6";"3";"Eesti";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Eesti";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"IE041";"624";"7";"3";"Éire/Ireland";"Ireland";"Northern and Western";"Border";"Éire/Ireland";"Ireland";"Northern and Western";"Border"
"IE042";"625";"7";"3";"Éire/Ireland";"Ireland";"Northern and Western";"West";"Éire/Ireland";"Ireland";"Northern and Western";"West"
"IE051";"627";"7";"3";"Éire/Ireland";"Ireland";"Southern";"Mid-West";"Éire/Ireland";"Ireland";"Southern";"Mid-West"
"IE052";"628";"7";"3";"Éire/Ireland";"Ireland";"Southern";"South-East";"Éire/Ireland";"Ireland";"Southern";"South-East"
"IE053";"629";"7";"3";"Éire/Ireland";"Ireland";"Southern";"South-West";"Éire/Ireland";"Ireland";"Southern";"South-West"
"IE061";"631";"7";"3";"Éire/Ireland";"Ireland";"Eastern and Midland";"Dublin";"Éire/Ireland";"Ireland";"Eastern and Midland";"Dublin"
"IE062";"632";"7";"3";"Éire/Ireland";"Ireland";"Eastern and Midland";"Mid-East";"Éire/Ireland";"Ireland";"Eastern and Midland";"Mid-East"
"IE063";"633";"7";"3";"Éire/Ireland";"Ireland";"Eastern and Midland";"Midland";"Éire/Ireland";"Ireland";"Eastern and Midland";"Midland"
"IEZZZ";"636";"7";"3";"Éire/Ireland";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Éire/Ireland";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"EL301";"640";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Βόρειος Τομέας Αθηνών";"Elláda";"Attiki";"Attiki";"Voreios Tomeas Athinon"
"EL302";"641";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Δυτικός Τομέας Αθηνών";"Elláda";"Attiki";"Attiki";"Dytikos Tomeas Athinon"
"EL303";"642";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Κεντρικός Τομέας Αθηνών";"Elláda";"Attiki";"Attiki";"Kentrikos Tomeas Athinon"
"EL304";"643";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Νότιος Τομέας Αθηνών";"Elláda";"Attiki";"Attiki";"Notios Tomeas Athinon"
"EL305";"644";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Ανατολική Αττική";"Elláda";"Attiki";"Attiki";"Anatoliki Attiki"
"EL306";"645";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Δυτική Αττική";"Elláda";"Attiki";"Attiki";"Dytiki Attiki"
"EL307";"646";"8";"3";"Ελλάδα";"Αττική";"Aττική";"Πειραιάς, Νήσοι";"Elláda";"Attiki";"Attiki";"Peiraias, Nisoi"
"EL411";"649";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Βόρειο Αιγαίο";"Λέσβος, Λήμνος";"Elláda";"Nisia Aigaiou, Kriti";"Voreio Aigaio";"Lesvos, Limnos"
"EL412";"650";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Βόρειο Αιγαίο";"Ικαρία, Σάμος";"Elláda";"Nisia Aigaiou, Kriti";"Voreio Aigaio";"Ikaria, Samos"
"EL413";"651";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Βόρειο Αιγαίο";"Χίος";"Elláda";"Nisia Aigaiou, Kriti";"Voreio Aigaio";"Chios"
"EL421";"653";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Νότιο Αιγαίο";"Κάλυμνος, Κάρπαθος – Ηρωική Νήσος Κάσος, Κως, Ρόδος";"Elláda";"Nisia Aigaiou, Kriti";"Notio Aigaio";"Kalymnos, Karpathos, Kasos, Kos, Rodos"
"EL422";"654";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Νότιο Αιγαίο";"Άνδρος, Θήρα, Κέα, Μήλος, Μύκονος, Νάξος, Πάρος, Σύρος, Τήνος";"Elláda";"Nisia Aigaiou, Kriti";"Notio Aigaio";"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros,  Syros, Tinos"
"EL431";"656";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Κρήτη";"Ηράκλειο";"Elláda";"Nisia Aigaiou, Kriti";"Kriti";"Irakleio"
"EL432";"657";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Κρήτη";"Λασίθι";"Elláda";"Nisia Aigaiou, Kriti";"Kriti";"Lasithi"
"EL433";"658";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Κρήτη";"Ρέθυμνο";"Elláda";"Nisia Aigaiou, Kriti";"Kriti";"Rethymni"
"EL434";"659";"8";"3";"Ελλάδα";"Νησιά Αιγαίου, Κρήτη";"Κρήτη";"Χανιά";"Elláda";"Nisia Aigaiou, Kriti";"Kriti";"Chania"
"EL511";"662";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Aνατολική Μακεδονία, Θράκη";"Έβρος";"Elláda";"Voreia Elláda";"Anatoliki Makedonia, Thraki";"Evros"
"EL512";"663";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Aνατολική Μακεδονία, Θράκη";"Ξάνθη";"Elláda";"Voreia Elláda";"Anatoliki Makedonia, Thraki";"Xanthi"
"EL513";"664";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Aνατολική Μακεδονία, Θράκη";"Ροδόπη";"Elláda";"Voreia Elláda";"Anatoliki Makedonia, Thraki";"Rodopi"
"EL514";"665";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Aνατολική Μακεδονία, Θράκη";"Δράμα";"Elláda";"Voreia Elláda";"Anatoliki Makedonia, Thraki";"Drama"
"EL515";"666";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Aνατολική Μακεδονία, Θράκη";"Θάσος, Καβάλα";"Elláda";"Voreia Elláda";"Anatoliki Makedonia, Thraki";"Thasos, Kavala"
"EL521";"668";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Ημαθία";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Imathia"
"EL522";"669";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Θεσσαλονίκη";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Thessaloniki"
"EL523";"670";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Κιλκίς";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Kilkis"
"EL524";"671";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Πέλλα";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Pella"
"EL525";"672";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Πιερία";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Pieria"
"EL526";"673";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Σέρρες";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Serres"
"EL527";"674";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Κεντρική Μακεδονία";"Χαλκιδική";"Elláda";"Voreia Elláda";"Kentriki Makedonia";"Chalkidiki"
"EL531";"676";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Δυτική Μακεδονία";"Γρεβενά, Κοζάνη";"Elláda";"Voreia Elláda";"Dytiki Makedonia";"Grevena, Kozani"
"EL532";"677";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Δυτική Μακεδονία";"Καστοριά";"Elláda";"Voreia Elláda";"Dytiki Makedonia";"Kastoria"
"EL533";"678";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Δυτική Μακεδονία";"Φλώρινα";"Elláda";"Voreia Elláda";"Dytiki Makedonia";"Florina"
"EL541";"680";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Ήπειρος";"Άρτα, Πρέβεζα";"Elláda";"Voreia Elláda";"Ipeiros";"Arta, Preveza"
"EL542";"681";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Ήπειρος";"Θεσπρωτία";"Elláda";"Voreia Elláda";"Ipeiros";"Thesprotia"
"EL543";"682";"8";"3";"Ελλάδα";"Βόρεια Ελλάδα";"Ήπειρος";"Ιωάννινα";"Elláda";"Voreia Elláda";"Ipeiros";"Ioannina"
"EL611";"685";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Θεσσαλία";"Καρδίτσα, Τρίκαλα";"Elláda";"Kentriki Elláda";"Thessalia";"Karditsa, Trikala"
"EL612";"686";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Θεσσαλία";"Λάρισα";"Elláda";"Kentriki Elláda";"Thessalia";"Larisa"
"EL613";"687";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Θεσσαλία";"Μαγνησία, Σποράδες";"Elláda";"Kentriki Elláda";"Thessalia";"Magnisia, Sporades"
"EL621";"689";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Ιόνια Νησιά";"Ζάκυνθος";"Elláda";"Kentriki Elláda";"Ionia Nisia";"Zakynthos"
"EL622";"690";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Ιόνια Νησιά";"Κέρκυρα";"Elláda";"Kentriki Elláda";"Ionia Nisia";"Kerkyra"
"EL623";"691";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Ιόνια Νησιά";"Ιθάκη, Κεφαλληνία";"Elláda";"Kentriki Elláda";"Ionia Nisia";"Ithaki, Kefallinia"
"EL624";"692";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Ιόνια Νησιά";"Λευκάδα";"Elláda";"Kentriki Elláda";"Ionia Nisia";"Lefkada"
"EL631";"694";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Δυτική Ελλάδα";"Αιτωλοακαρνανία";"Elláda";"Kentriki Elláda";"Dytiki Elláda";"Aitoloakarnania"
"EL632";"695";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Δυτική Ελλάδα";"Αχαΐα";"Elláda";"Kentriki Elláda";"Dytiki Elláda";"Achaia"
"EL633";"696";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Δυτική Ελλάδα";"Ηλεία";"Elláda";"Kentriki Elláda";"Dytiki Elláda";"Ileia"
"EL641";"698";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Στερεά Ελλάδα";"Βοιωτία";"Elláda";"Kentriki Elláda";"Sterea Elláda";"Voiotia"
"EL642";"699";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Στερεά Ελλάδα";"Εύβοια";"Elláda";"Kentriki Elláda";"Sterea Elláda";"Evvoia"
"EL643";"700";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Στερεά Ελλάδα";"Ευρυτανία";"Elláda";"Kentriki Elláda";"Sterea Elláda";"Evrytania"
"EL644";"701";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Στερεά Ελλάδα";"Φθιώτιδα";"Elláda";"Kentriki Elláda";"Sterea Elláda";"Fthiotida"
"EL645";"702";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Στερεά Ελλάδα";"Φωκίδα";"Elláda";"Kentriki Elláda";"Sterea Elláda";"Fokida"
"EL651";"704";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Πελοπόννησος";"Αργολίδα, Αρκαδία";"Elláda";"Kentriki Elláda";"Peloponnisos";"Argolida, Arkadia"
"EL652";"705";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Πελοπόννησος";"Κορινθία";"Elláda";"Kentriki Elláda";"Peloponnisos";"Korinthia"
"EL653";"706";"8";"3";"Ελλάδα";"Κεντρική Ελλάδα";"Πελοπόννησος";"Λακωνία, Μεσσηνία";"Elláda";"Kentriki Elláda";"Peloponnisos";"Lakonia, Messinia"
"ELZZZ";"709";"8";"3";"Ελλάδα";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Elláda";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"ES111";"713";"9";"3";"España";"Noroeste";"Galicia";"A Coruña";"España";"Noroeste";"Galicia";"A Coruña"
"ES112";"714";"9";"3";"España";"Noroeste";"Galicia";"Lugo";"España";"Noroeste";"Galicia";"Lugo"
"ES113";"715";"9";"3";"España";"Noroeste";"Galicia";"Ourense";"España";"Noroeste";"Galicia";"Ourense"
"ES114";"716";"9";"3";"España";"Noroeste";"Galicia";"Pontevedra";"España";"Noroeste";"Galicia";"Pontevedra"
"ES120";"718";"9";"3";"España";"Noroeste";"Principado de Asturias";"Asturias";"España";"Noroeste";"Principado de Asturias";"Asturias"
"ES130";"720";"9";"3";"España";"Noroeste";"Cantabria";"Cantabria";"España";"Noroeste";"Cantabria";"Cantabria"
"ES211";"723";"9";"3";"España";"Noreste";"País Vasco";"Araba/Álava";"España";"Noreste";"País Vasco";"Araba/Álava"
"ES212";"724";"9";"3";"España";"Noreste";"País Vasco";"Gipuzkoa";"España";"Noreste";"País Vasco";"Gipuzkoa"
"ES213";"725";"9";"3";"España";"Noreste";"País Vasco";"Bizkaia";"España";"Noreste";"País Vasco";"Bizkaia"
"ES220";"727";"9";"3";"España";"Noreste";"Comunidad Foral de Navarra";"Navarra";"España";"Noreste";"Comunidad Foral de Navarra";"Navarra"
"ES230";"729";"9";"3";"España";"Noreste";"La Rioja";"La Rioja";"España";"Noreste";"La Rioja";"La Rioja"
"ES241";"731";"9";"3";"España";"Noreste";"Aragón";"Huesca";"España";"Noreste";"Aragón";"Huesca"
"ES242";"732";"9";"3";"España";"Noreste";"Aragón";"Teruel";"España";"Noreste";"Aragón";"Teruel"
"ES243";"733";"9";"3";"España";"Noreste";"Aragón";"Zaragoza";"España";"Noreste";"Aragón";"Zaragoza"
"ES300";"736";"9";"3";"España";"Comunidad de Madrid";"Comunidad de Madrid";"Madrid";"España";"Comunidad de Madrid";"Comunidad de Madrid";"Madrid"
"ES411";"739";"9";"3";"España";"Centro (ES)";"Castilla y León";"Ávila";"España";"Centro (ES)";"Castilla y León";"Ávila"
"ES412";"740";"9";"3";"España";"Centro (ES)";"Castilla y León";"Burgos";"España";"Centro (ES)";"Castilla y León";"Burgos"
"ES413";"741";"9";"3";"España";"Centro (ES)";"Castilla y León";"León";"España";"Centro (ES)";"Castilla y León";"León"
"ES414";"742";"9";"3";"España";"Centro (ES)";"Castilla y León";"Palencia";"España";"Centro (ES)";"Castilla y León";"Palencia"
"ES415";"743";"9";"3";"España";"Centro (ES)";"Castilla y León";"Salamanca";"España";"Centro (ES)";"Castilla y León";"Salamanca"
"ES416";"744";"9";"3";"España";"Centro (ES)";"Castilla y León";"Segovia";"España";"Centro (ES)";"Castilla y León";"Segovia"
"ES417";"745";"9";"3";"España";"Centro (ES)";"Castilla y León";"Soria";"España";"Centro (ES)";"Castilla y León";"Soria"
"ES418";"746";"9";"3";"España";"Centro (ES)";"Castilla y León";"Valladolid";"España";"Centro (ES)";"Castilla y León";"Valladolid"
"ES419";"747";"9";"3";"España";"Centro (ES)";"Castilla y León";"Zamora";"España";"Centro (ES)";"Castilla y León";"Zamora"
"ES421";"749";"9";"3";"España";"Centro (ES)";"Castilla-La Mancha";"Albacete";"España";"Centro (ES)";"Castilla-La Mancha";"Albacete"
"ES422";"750";"9";"3";"España";"Centro (ES)";"Castilla-La Mancha";"Ciudad Real";"España";"Centro (ES)";"Castilla-La Mancha";"Ciudad Real"
"ES423";"751";"9";"3";"España";"Centro (ES)";"Castilla-La Mancha";"Cuenca";"España";"Centro (ES)";"Castilla-La Mancha";"Cuenca"
